Serial;Model;Year;Km;Color;Gear;Fuel type;Price
75;2.0 Twin Spark;28;220000;White;Manual;Benzine;43750
Giulietta;1.4 TB MultiAir Distinctive;8;106000;White;Manual;Benzine;87500
MiTo;1.4 T MultiAir TCT Sportivo;8;87000;White;Semi Automatic;Benzine;76500
Giulietta;1.4 TB MultiAir Distinctive;7;85500;White;Semi Automatic;Benzine;78900
Giulietta;1.4 TB MultiAir Distinctive;7;110000;White;Semi Automatic;Benzine;92000
Giulietta;1.4 TB MultiAir Distinctive;4;76000;White;Semi Automatic;Benzine;120000
Giulietta;1.4 TB MultiAir Distinctive;6;99000;White;Semi Automatic;Benzine;87500
Giulietta;1.4 TB MultiAir Distinctive;7;98000;White;Semi Automatic;Benzine;83500
Giulietta;1.4 TB MultiAir Distinctive;7;77000;White;Semi Automatic;Benzine;89000
Giulietta;1.4 TB MultiAir Distinctive;6;95000;White;Semi Automatic;Benzine;89900
Giulietta;1.4 TB MultiAir Distinctive;6;90000;White;Semi Automatic;Benzine;93500
Giulietta;1.4 TB MultiAir Distinctive;4;38000;White;Semi Automatic;Benzine;139000
Giulietta;1.4 TB MultiAir Distinctive;5;58500;White;Semi Automatic;Benzine;108500
Giulietta;1.4 TB MultiAir Distinctive;5;86500;White;Semi Automatic;Benzine;89000
Giulietta;1.4 TB MultiAir Distinctive;7;99000;White;Semi Automatic;Benzine;109000
Giulietta;1.4 TB MultiAir Distinctive;5;102000;White;Semi Automatic;Benzine;108000
Giulietta;1.4 TB MultiAir Distinctive;7;161000;White;Semi Automatic;Benzine;87500
Giulietta;1.4 TB MultiAir Progression Pluse;7;54000;White;Semi Automatic;Benzine;107500
MiTo;1.4 T MultiAir TCT Sportivo;6;110000;White;Semi Automatic;Benzine;89000
Giulietta;1.4 TB MultiAir Distinctive;5;71200;White;Semi Automatic;Benzine;103900
Giulietta;1.4 TB MultiAir Distinctive;4;67750;White;Automatic;Benzine;118900
Giulietta;1.4 TB MultiAir Super TCT;3;33500;White;Automatic;Benzine;145000
Giulietta;1.4 TB Progression Plus;6;56000;White;Manual;Benzine & LPG;86000
156;1.6 TS Distinctive;18;270000;White;Manual;Benzine & LPG;30000
147;1.6 TS Black Line;10;175000;White;Manual;Benzine & LPG;38500
MiTo;1.4 T Distinctive;9;172932;White;Manual;Benzine & LPG;65500
156;1.6 TS;21;265000;White;Manual;Benzine & LPG;20500
146;1.6 TS;22;280000;White;Manual;Benzine & LPG;15900
147;1.6 TS Distinctive;13;169200;White;Manual;Benzine & LPG;48500
146;1.6 L;23;170000;White;Manual;Benzine & LPG;17750
MiTo;1.4 T Progression;10;198500;White;Manual;Benzine & LPG;49000
Giulietta;1.6 JTD Distinctive;5;104000;White;Manual;Diesel;93500
Giulietta;1.6 JTD Distinctive;7;277000;White;Manual;Diesel;60750
Giulietta;1.6 JTD Distinctive;5;157000;White;Manual;Diesel;82250
Giulietta;1.6 JTD Distinctive;4;81000;White;Manual;Diesel;93000
Giulietta;1.6 JTD Distinctive;8;135000;White;Manual;Diesel;79000
Giulietta;1.6 JTD Distinctive;6;98000;White;Manual;Diesel;78000
Giulietta;1.6 JTD Distinctive;8;180000;White;Manual;Diesel;71000
Giulietta;1.6 JTD Distinctive;4;155000;White;Manual;Diesel;78750
Giulietta;1.6 JTD Progression Plus;7;240000;White;Manual;Diesel;63950
Giulietta;1.6 JTD Distinctive;5;75000;White;Manual;Diesel;95000
Giulietta;1.6 JTD Distinctive;8;200000;White;Manual;Diesel;70000
Giulietta;1.6 JTD Progression Plus;6;158000;White;Manual;Diesel;68750
Giulietta;1.6 JTD Distinctive;7;122500;White;Manual;Diesel;91500
MiTo;1.6 JTD Distinctive;9;149000;White;Manual;Diesel;56750
Giulietta;1.6 JTD Distinctive;7;240000;White;Manual;Diesel;81500
Giulietta;1.6 JTD Distinctive;4;82000;White;Manual;Diesel;93750
Giulietta;1.6 JTD Distinctive;6;220000;White;Manual;Diesel;70500
MiTo;1.6 JTD Distinctive;8;162000;White;Manual;Diesel;62750
Giulietta;1.6 JTD Distinctive;4;103000;White;Manual;Diesel;97000
Giulietta;1.6 JTD Progression Plus;7;160000;White;Manual;Diesel;75000
Giulietta;1.6 JTD Distinctive;8;169200;White;Manual;Diesel;66500
Giulietta;1.6 JTD Distinctive;8;144000;White;Manual;Diesel;78000
Giulietta;1.6 JTD Distinctive;6;126000;White;Manual;Diesel;94900
MiTo;1.3 JTD City;7;171000;White;Manual;Diesel;61000
Giulietta;1.6 JTD Progression Plus;6;136000;White;Manual;Diesel;76500
Giulietta;1.6 JTD Distinctive;5;118400;White;Manual;Diesel;89500
Giulietta;1.6 JTD Distinctive;8;149000;White;Manual;Diesel;93500
Giulietta;1.6 JTD Distinctive;6;144000;White;Manual;Diesel;81000
Giulietta;1.6 JTD Distinctive;6;140000;White;Manual;Diesel;72000
Giulietta;1.6 JTD Progression Plus;7;180000;White;Manual;Diesel;70500
Giulietta;1.6 JTD Distinctive;8;175000;White;Manual;Diesel;66750
Giulietta;1.6 JTD Progression Plus;4;103000;White;Manual;Diesel;91500
Giulietta;1.6 JTD Distinctive;4;105000;White;Manual;Diesel;80000
Giulietta;1.6 JTD Distinctive;8;117212;White;Manual;Diesel;84000
Giulietta;1.6 JTD Distinctive;8;151000;White;Manual;Diesel;78000
Giulietta;1.6 JTD Distinctive;6;94000;White;Manual;Diesel;92000
Giulietta;1.6 JTD Distinctive;8;175000;White;Manual;Diesel;78500
Giulietta;1.6 JTD Progression Plus;8;230000;White;Manual;Diesel;57750
Giulietta;1.6 JTD Distinctive;7;183000;White;Manual;Diesel;68000
Giulietta;1.6 JTD Distinctive;4;77000;White;Manual;Diesel;110000
Giulietta;1.6 JTD Distinctive;8;153350;White;Manual;Diesel;71500
Giulietta;1.6 JTD Distinctive;8;137000;White;Manual;Diesel;73500
Giulietta;1.6 JTD Distinctive;5;204000;White;Manual;Diesel;82000
Giulietta;1.6 JTD Progression Plus;5;130000;White;Manual;Diesel;102500
Giulietta;1.6 JTD Distinctive;8;220000;White;Manual;Diesel;64500
Giulietta;1.6 JTD Distinctive;7;107000;White;Manual;Diesel;87000
Giulietta;1.6 JTD Progression Plus;4;83000;White;Manual;Diesel;110000
Giulietta;1.6 JTD Distinctive;4;85000;White;Manual;Diesel;111750
Giulietta;1.6 JTD Distinctive;7;75000;White;Manual;Diesel;109999
Giulietta;1.6 JTD Distinctive;8;177000;White;Manual;Diesel;66500
Giulietta;1.6 JTD Progression Plus;8;199850;White;Manual;Diesel;68500
Giulietta;1.6 JTD Distinctive;8;164000;White;Manual;Diesel;77000
Giulietta;1.6 JTD Progression Plus;6;215000;White;Manual;Diesel;68450
Giulietta;1.6 JTD Distinctive;8;148500;White;Manual;Diesel;80000
Giulietta;1.6 JTD Progression Plus;4;119000;White;Manual;Diesel;85900
Giulietta;1.6 JTD Distinctive;4;135000;White;Manual;Diesel;82500
Giulietta;1.6 JTD Distinctive;5;157000;White;Manual;Diesel;82500
Giulietta;1.6 JTD Distinctive;8;244000;White;Manual;Diesel;60900
Giulietta;1.6 JTD Progression Plus;5;112000;White;Manual;Diesel;73000
Giulietta;1.6 JTD Distinctive;8;170000;White;Manual;Diesel;82000
Giulietta;1.6 JTD Distinctive;8;205000;White;Manual;Diesel;75000
Giulietta;1.6 JTD Distinctive;8;259000;White;Manual;Diesel;62500
Giulietta;1.6 JTD Distinctive;6;145000;White;Manual;Diesel;77750
Giulietta;1.6 JTD Progression;2;15500;White;Semi Automatic;Diesel;142500
Giulietta;1.6 JTD Progression;2;15500;White;Semi Automatic;Diesel;143000
Giulietta;1.6 JTD Progression;1;39000;White;Semi Automatic;Diesel;134900
159;1.9 JTD Distinctive Plus;10;175000;White;Semi Automatic;Diesel;88000
159;1.9 JTD Distinctive Plus;8;159000;White;Semi Automatic;Diesel;83000
159;1.9 JTD Distinctive Plus;8;161872;White;Semi Automatic;Diesel;98000
Giulietta;1.6 JTD Super TCT;1;0;White;Automatic;Diesel;183500
Giulietta;1.6 JTD Super TCT;3;111000;White;Automatic;Diesel;132500
Giulietta;1.6 JTD Super TCT;2;40000;White;Automatic;Diesel;140000
Giulietta;1.6 JTD Progression;1;10000;White;Automatic;Diesel;142000
Giulietta;1.6 JTD Super TCT;2;25500;White;Automatic;Diesel;139750
Giulietta;1.6 JTD Super TCT;2;36000;White;Automatic;Diesel;141500
Giulietta;1.6 JTD Progression;3;104000;White;Automatic;Diesel;117750
Giulietta;1.6 JTD Progression;3;67000;White;Automatic;Diesel;124000
Giulietta;1.6 JTD Progression;3;85000;White;Automatic;Diesel;130000
Giulietta;1.6 JTD Super TCT;3;62000;White;Automatic;Diesel;119950
159;1.9 JTD Distinctive Plus;10;225000;White;Automatic;Diesel;73750
Giulietta;1.6 JTD Super TCT;2;42500;White;Automatic;Diesel;137500
Giulietta;1.6 JTD Progression;1;19500;White;Automatic;Diesel;142500
Giulietta;1.6 JTD Super TCT;1;42000;White;Automatic;Diesel;142750
Giulietta;1.6 JTD Progression;1;20000;White;Automatic;Diesel;142000
Giulietta;1.6 JTD Super TCT;3;60000;White;Automatic;Diesel;131000
Giulietta;1.6 JTD Progression;1;29000;White;Automatic;Diesel;138000
164;2.0 TS;24;193721;Green;Manual;Benzine & LPG;19000
164;2.0 TS;25;170000;Green;Manual;Benzine & LPG;22900
145;44743;24;274000;Green;Manual;Benzine & LPG;19750
156;2.0 TS;21;208000;Green;Manual;Benzine & LPG;27500
156;2.0 TS;21;18980;Green;Manual;Benzine & LPG;17900
156;1.6 TS;19;228000;Green;Manual;Benzine & LPG;27500
146;1.6 TS;23;300000;Green;Manual;Benzine & LPG;16250
159;1.9 JTD Distinctive Plus;11;171000;Green;Semi Automatic;Diesel;63750
